person_id,sex,race,age,juv_fel_count,juv_misd_count,juv_other_count,decile_score,priors_count,is_violent_recid
3561,Male,Caucasian,59,0,0,0,9,35,0
7942,Female,African-American,41,0,0,0,8,8,0
4331,Male,African-American,50,0,0,2,8,24,1
10200,Female,Caucasian,45,0,0,0,3,1,0
11241,Male,African-American,22,0,0,0,3,0,0
177,Male,African-American,22,0,0,0,4,0,0
4604,Male,Hispanic,48,0,0,0,1,1,0
1443,Male,African-American,45,0,0,0,5,0,0
5723,Male,African-American,22,0,0,0,6,2,1
4510,Male,Caucasian,54,0,0,0,1,2,0
3013,Male,Hispanic,39,0,0,0,1,0,0
8899,Female,African-American,34,0,0,0,9,5,0
6989,Male,Caucasian,32,0,0,0,3,0,0
9442,Male,African-American,25,0,0,0,8,1,0
10173,Male,African-American,30,0,0,1,8,8,1
891,Male,African-American,24,1,0,0,10,10,0
11082,Male,Other,54,0,0,0,1,0,0
3782,Male,African-American,32,0,0,0,10,16,0
3324,Male,Caucasian,63,0,0,0,1,0,0
6066,Male,Caucasian,57,0,0,0,5,12,0
11242,Male,African-American,36,0,0,0,10,20,0
9586,Female,African-American,22,0,0,5,5,0,0
10547,Male,African-American,55,0,0,0,5,3,0
4705,Male,African-American,52,0,0,0,3,3,0
8449,Male,Caucasian,31,0,0,0,3,3,0
8976,Female,Caucasian,43,0,0,0,1,0,0
4196,Female,African-American,32,0,0,0,3,0,0
7446,Male,Caucasian,50,0,0,0,1,0,0
11500,Male,Hispanic,44,0,0,0,7,3,0
3254,Male,Other,25,0,0,0,1,0,0
10099,Male,Hispanic,35,0,0,0,1,1,0
11635,Female,Caucasian,31,0,0,0,2,0,0
11200,Male,Other,36,0,0,0,1,3,0
8573,Male,African-American,28,0,0,0,2,6,0
7843,Male,Caucasian,36,0,0,0,1,0,0
4142,Male,African-American,27,0,0,0,2,0,0
4493,Male,African-American,32,0,0,4,9,9,0
6946,Male,African-American,22,0,1,0,7,2,0
2731,Male,Hispanic,28,0,0,0,4,0,0
9207,Male,African-American,25,0,0,0,2,1,0
6574,Female,African-American,31,0,0,0,2,2,0
1599,Female,Caucasian,37,0,0,0,1,0,0
11366,Male,Caucasian,50,0,0,0,5,1,0
1527,Male,African-American,23,0,0,0,7,0,0
6333,Male,Hispanic,32,0,0,0,5,0,0
6992,Male,African-American,35,0,0,0,1,3,0
9681,Male,African-American,23,0,0,1,7,5,1
8608,Male,African-American,35,0,0,0,6,1,1
3601,Female,African-American,28,0,0,0,7,10,0
10048,Male,Caucasian,29,0,1,0,5,8,0
877,Male,African-American,22,1,0,0,7,2,0
1904,Male,African-American,32,0,0,0,4,1,0
7146,Male,Hispanic,51,0,0,0,1,1,0
6487,Female,African-American,37,0,0,0,1,0,0
6566,Male,African-American,25,0,0,0,9,9,0
8618,Female,Hispanic,39,0,0,0,2,2,0
2337,Female,African-American,31,0,0,0,1,0,0
7030,Male,Other,30,0,0,0,1,1,0
10273,Male,African-American,28,0,0,0,3,2,0
10345,Male,African-American,46,0,0,0,1,4,0
10044,Male,Caucasian,34,0,0,0,2,0,0
1121,Male,African-American,29,0,0,0,2,0,0
3615,Male,African-American,29,0,0,0,6,4,0
2531,Male,Caucasian,23,0,0,0,2,0,0
4503,Male,African-American,29,0,0,0,2,1,0
6005,Male,Caucasian,34,0,0,0,7,8,0
2171,Male,African-American,22,0,0,0,7,1,0
2831,Male,African-American,29,0,0,0,4,0,0
3409,Male,African-American,22,0,0,0,6,0,0
1250,Male,African-American,35,0,0,0,8,13,0
3478,Female,African-American,27,0,0,0,7,2,0
1141,Male,African-American,39,0,4,0,9,10,0
10715,Female,Caucasian,37,0,0,0,5,2,0
11337,Male,Hispanic,46,0,0,0,1,1,1
900,Female,Caucasian,21,0,0,0,7,0,0
2808,Male,African-American,31,0,0,0,3,1,0
4044,Male,Caucasian,25,0,0,0,3,0,0
8117,Male,Caucasian,28,0,0,0,6,0,0
769,Male,Caucasian,27,0,0,0,5,2,0
8299,Male,African-American,27,0,0,0,4,2,0
9253,Male,Caucasian,40,0,0,0,7,4,0
5367,Male,African-American,37,0,0,0,1,3,0
3059,Male,African-American,32,0,0,0,2,1,0
9659,Male,African-American,25,0,0,0,4,0,0
8783,Male,African-American,57,0,0,0,7,11,0
3744,Male,African-American,56,0,0,0,1,1,0
1091,Male,Other,23,0,0,0,8,1,0
2670,Male,Other,63,0,0,0,1,0,0
7791,Male,African-American,22,0,0,0,9,1,0
10852,Male,African-American,52,0,0,0,3,2,0
3520,Female,Caucasian,25,0,0,0,3,1,0
9964,Male,Caucasian,28,0,0,0,3,1,0
4222,Male,Caucasian,40,0,0,0,1,1,0
10708,Male,Caucasian,26,0,0,0,4,1,0
60,Male,African-American,25,0,0,0,6,0,0
10860,Male,African-American,43,0,0,0,6,5,0
5656,Male,Caucasian,25,2,12,7,8,19,0
2613,Male,Caucasian,46,0,0,0,1,0,0
620,Male,Caucasian,51,0,0,0,3,3,0
11737,Male,African-American,53,0,0,0,6,14,0
9180,Male,African-American,24,0,0,0,7,3,0
7410,Male,Caucasian,50,0,0,0,2,1,0
1868,Male,African-American,23,0,0,0,9,0,0
1100,Male,African-American,31,0,0,0,10,1,0
5398,Male,African-American,23,0,0,0,8,0,0
4869,Female,African-American,63,0,0,0,1,1,0
11553,Male,African-American,33,0,0,0,1,2,0
10575,Male,Caucasian,31,0,0,0,4,6,0
6398,Female,Caucasian,42,0,0,0,2,0,0
2085,Male,Caucasian,33,0,0,0,2,0,1
11447,Male,Caucasian,48,0,0,0,6,10,0
11494,Male,African-American,23,0,0,0,5,3,1
5851,Male,Caucasian,34,0,0,0,6,16,0
7205,Male,Caucasian,27,0,0,0,8,0,0
2723,Male,African-American,25,0,0,0,6,4,0
1398,Female,Other,29,0,0,0,2,0,0
209,Female,Hispanic,30,0,0,0,5,4,1
9448,Male,Caucasian,46,0,0,0,5,0,0
1637,Male,African-American,34,0,0,0,1,1,0
1226,Male,Caucasian,34,0,0,0,3,5,0
10983,Male,African-American,29,0,0,0,4,1,0
6774,Male,Hispanic,38,0,0,0,2,2,0
1798,Male,African-American,32,0,0,0,7,4,1
96,Male,African-American,29,0,0,0,9,4,0
11665,Female,African-American,39,0,0,0,1,0,0
7191,Female,Caucasian,22,0,0,0,5,0,0
4520,Female,African-American,30,0,0,0,6,3,1
7304,Male,Caucasian,27,0,0,0,2,0,0
6743,Male,African-American,35,0,0,0,1,4,0
6175,Male,African-American,26,0,0,0,4,2,0
8912,Male,Caucasian,21,0,1,0,9,6,0
9598,Male,Caucasian,49,0,0,0,6,0,0
5274,Male,African-American,21,0,0,0,9,0,0
8738,Male,Caucasian,21,0,0,0,3,0,0
4764,Female,African-American,22,0,0,0,9,2,0
10207,Male,African-American,35,0,0,0,6,9,0
1894,Male,African-American,27,0,0,0,2,0,0
1870,Male,African-American,20,0,0,0,3,0,0
3781,Male,African-American,33,0,0,0,5,14,0
10922,Male,Caucasian,51,0,0,0,1,4,0
1805,Male,African-American,25,0,0,1,5,4,0
6653,Female,Caucasian,30,0,0,0,6,4,0
7652,Male,African-American,25,0,0,2,8,8,0
8602,Male,Caucasian,24,0,0,0,7,5,0
7425,Male,African-American,24,0,0,0,2,0,0
6113,Male,African-American,46,0,0,0,6,1,0
3471,Male,Hispanic,43,0,0,0,3,1,0
2636,Male,Caucasian,30,0,0,0,1,0,0
4171,Male,African-American,21,0,0,0,7,0,0
155,Female,African-American,32,0,0,0,3,8,0
6285,Female,Caucasian,34,0,0,0,3,0,0
4327,Male,Caucasian,21,0,0,0,3,1,0
395,Male,African-American,27,0,0,0,8,2,0
8388,Male,Caucasian,45,0,0,0,2,0,0
10949,Male,African-American,19,1,0,0,9,1,0
2013,Female,African-American,23,0,0,0,3,0,0
3359,Male,African-American,31,0,2,0,9,15,0
10254,Male,African-American,27,1,2,0,9,11,0
9930,Male,Caucasian,57,0,0,0,1,1,0
5795,Female,Caucasian,25,0,0,0,3,0,0
8810,Male,Caucasian,28,0,0,0,5,0,0
10522,Female,Caucasian,67,0,0,0,1,0,0
268,Male,Caucasian,78,0,0,0,1,1,0
7433,Male,African-American,30,0,1,0,10,7,0
7852,Male,Caucasian,28,0,0,0,5,3,0
498,Male,Hispanic,54,0,0,0,1,2,0
5207,Female,Caucasian,37,0,0,0,8,2,0
4029,Male,Hispanic,28,0,0,0,2,0,0
4749,Male,Caucasian,47,0,0,0,1,1,0
10349,Male,African-American,28,0,0,0,1,1,1
4483,Male,African-American,32,0,0,0,7,6,1
1680,Male,Caucasian,50,0,0,0,2,8,0
6748,Male,Other,23,0,0,0,3,0,0
9641,Male,Caucasian,57,0,0,0,1,2,0
1914,Male,African-American,22,0,0,0,5,0,0
5137,Female,African-American,38,0,0,0,1,3,0
11084,Female,African-American,22,0,0,0,10,0,0
5164,Female,African-American,43,0,0,0,6,1,0
40,Male,African-American,33,0,0,0,10,0,1
3386,Male,Caucasian,35,0,0,0,5,6,1
11134,Female,African-American,20,0,0,0,9,2,0
1632,Male,African-American,30,0,0,0,10,8,0
8648,Male,African-American,33,0,0,0,2,15,0
918,Female,African-American,38,0,0,0,1,1,0
2773,Female,African-American,49,0,0,0,7,14,0
8001,Male,Hispanic,26,0,0,0,2,1,0
7868,Female,African-American,37,0,0,0,3,0,0
9534,Male,African-American,49,0,0,0,6,29,0
9086,Male,African-American,34,0,0,0,9,12,0
11123,Male,African-American,35,0,0,0,5,3,0
5947,Male,Caucasian,40,0,0,0,1,2,0
10357,Male,Caucasian,36,0,0,0,2,1,0
8500,Male,African-American,22,0,0,0,7,0,1
8947,Male,Caucasian,33,0,0,0,3,3,0
5206,Male,Other,23,0,0,0,2,0,0
6563,Male,Caucasian,31,0,0,0,7,4,1
2456,Male,Caucasian,43,0,0,0,6,9,0
10346,Male,African-American,31,0,0,0,8,9,1
9148,Male,Caucasian,30,0,0,0,3,0,0
3853,Male,African-American,35,0,0,0,5,4,0
8739,Male,Caucasian,24,0,0,0,3,2,0
1223,Female,Caucasian,19,1,1,0,6,1,1
10726,Male,Hispanic,25,0,0,1,2,0,0
1036,Male,African-American,27,0,0,0,4,3,0
5208,Male,African-American,25,0,0,0,6,0,0
6631,Male,African-American,43,0,0,0,5,0,0
6216,Male,African-American,22,0,0,0,4,0,1
134,Male,Caucasian,40,0,0,0,5,4,0
8986,Male,African-American,40,0,0,0,9,3,0
536,Male,Caucasian,45,0,0,0,5,0,0
2077,Male,African-American,28,0,0,0,7,1,0
5001,Male,African-American,23,0,0,0,2,0,0
4542,Male,African-American,43,0,0,0,8,18,0
5203,Male,African-American,20,1,0,0,7,1,0
4126,Male,African-American,30,0,0,0,2,0,1
7937,Male,Caucasian,50,0,0,0,2,19,0
4902,Male,Hispanic,53,0,0,0,2,3,0
1953,Male,Other,30,0,0,0,2,1,0
8181,Male,African-American,29,0,0,0,7,3,0
9015,Male,Caucasian,23,1,0,1,10,10,0
3281,Male,Caucasian,30,0,0,0,4,3,1
3751,Male,African-American,41,2,0,0,10,18,0
6271,Male,Caucasian,27,0,0,0,3,1,0
1628,Male,African-American,48,0,0,0,1,0,0
4835,Male,African-American,37,0,0,0,10,1,0
3273,Male,African-American,21,0,0,0,9,1,0
9668,Female,African-American,28,0,0,0,2,0,0
1305,Male,African-American,36,0,0,0,8,9,0
2189,Male,African-American,23,0,0,0,2,0,0
6761,Female,Caucasian,30,0,0,0,6,9,0
2059,Male,Hispanic,39,0,0,0,1,0,0
11098,Male,Caucasian,36,0,0,0,6,3,0
6211,Female,Caucasian,37,0,0,0,5,8,0
3639,Male,African-American,29,0,0,0,2,0,0
11735,Male,Caucasian,47,0,0,0,1,0,0
9892,Male,African-American,27,0,0,0,10,5,1
2479,Male,African-American,31,0,0,0,7,8,0
6974,Male,Caucasian,56,0,0,0,1,0,0
5204,Female,African-American,31,0,2,0,8,10,0
10824,Female,African-American,23,0,0,0,4,1,0
3400,Male,Other,45,0,0,0,3,0,0
6676,Male,African-American,20,0,0,1,9,1,0
10583,Male,African-American,32,0,0,0,2,1,0
8939,Female,African-American,26,0,0,0,4,1,0
415,Male,African-American,44,0,0,0,7,24,0
10455,Female,Hispanic,25,0,0,0,4,0,0
11118,Female,Hispanic,26,0,0,0,5,4,0
9414,Male,Caucasian,41,0,0,0,2,1,0
3079,Male,African-American,38,0,0,0,4,0,0
4254,Male,African-American,46,0,0,0,6,12,0
1603,Female,Caucasian,26,0,0,0,4,1,0
10723,Female,Caucasian,28,0,0,0,6,7,0
8303,Male,African-American,24,0,0,0,4,1,0
9933,Male,African-American,27,2,0,0,10,14,0
5788,Male,Other,55,0,0,0,1,2,0
4971,Male,African-American,19,0,1,0,7,2,0
334,Male,African-American,27,0,0,0,10,11,0
3701,Male,African-American,61,0,0,0,4,30,0
4670,Female,Caucasian,27,0,0,0,3,0,0
11459,Male,African-American,38,0,0,0,5,4,0
6330,Female,Caucasian,26,0,0,0,5,2,0
7086,Male,African-American,50,1,0,0,10,13,0
4486,Male,Caucasian,23,0,1,0,8,2,0
1554,Male,Hispanic,25,0,0,0,2,1,0
6840,Male,African-American,43,0,0,0,3,8,0
4411,Male,Caucasian,50,0,0,0,3,1,0
4556,Female,African-American,33,0,0,0,4,3,0
9500,Male,Caucasian,32,0,1,0,2,2,0
11394,Male,African-American,24,0,0,0,9,3,0
4295,Male,Caucasian,39,0,0,0,4,5,0
7296,Male,Other,57,0,0,0,1,0,0
4080,Male,African-American,23,0,0,0,5,0,0
357,Male,Caucasian,31,0,0,0,8,0,0
9965,Male,Caucasian,20,0,0,0,4,1,0
6690,Male,African-American,25,0,1,0,10,7,1
3926,Male,Other,34,0,0,0,2,0,0
5173,Female,African-American,27,0,0,0,3,0,0
8980,Male,Hispanic,24,0,0,0,1,0,0
9741,Male,African-American,21,1,0,2,10,1,0
8280,Male,African-American,35,0,0,0,6,8,0
6928,Male,Caucasian,53,0,0,0,5,1,0
10743,Male,African-American,41,1,0,0,6,18,0
3649,Male,African-American,26,0,0,0,8,4,1
10038,Male,African-American,19,0,0,0,4,0,0
4578,Male,African-American,50,0,0,0,1,2,0
267,Male,Hispanic,58,0,0,0,2,0,0
9356,Male,African-American,25,0,0,0,8,1,0
4165,Male,African-American,22,0,0,0,7,0,0
1454,Male,African-American,25,0,0,1,10,8,0
1900,Male,Caucasian,30,0,0,0,5,10,1
10826,Male,African-American,53,0,0,0,3,13,0
11372,Female,Caucasian,49,0,0,0,3,0,0
2426,Male,Caucasian,56,0,0,0,5,5,0
7301,Male,African-American,36,0,0,0,6,2,0
5025,Female,African-American,33,0,0,0,4,6,0
9869,Male,African-American,48,0,0,0,6,12,0
1440,Male,African-American,30,0,1,0,10,8,0
6154,Male,African-American,32,0,0,0,3,1,0
4128,Male,African-American,20,0,0,0,4,0,0
3164,Male,African-American,27,0,2,1,6,13,0
1263,Male,African-American,22,0,0,0,4,0,0
5074,Male,African-American,33,0,0,0,1,1,0
10906,Male,African-American,55,0,0,0,8,16,0
11382,Female,Other,43,0,0,0,1,2,0
7394,Male,Caucasian,39,0,0,0,1,1,0
2192,Male,African-American,24,0,0,0,2,2,0
1034,Male,African-American,23,0,0,1,10,2,1
2398,Female,Caucasian,56,0,0,0,1,1,0
6677,Male,Hispanic,33,0,0,0,1,3,0
5661,Male,African-American,33,0,3,1,10,21,0
4236,Male,African-American,35,0,0,0,2,7,0
3102,Female,African-American,24,0,0,0,3,0,0
4376,Female,Other,23,0,0,0,5,0,0
5484,Male,Caucasian,57,0,0,0,2,1,0
1776,Male,African-American,21,0,0,0,9,0,0
6296,Male,African-American,31,0,0,0,5,1,0
1232,Female,African-American,22,0,0,0,6,0,0
226,Male,African-American,55,0,0,0,8,4,0
11273,Female,African-American,57,0,0,0,2,4,0
10231,Male,African-American,51,0,0,0,1,0,0
4654,Male,Hispanic,56,0,0,0,1,1,0
1293,Male,African-American,24,0,1,0,5,5,0
6872,Male,African-American,57,0,0,0,2,2,0
11493,Male,African-American,31,2,0,0,10,24,0
4426,Female,Caucasian,43,0,0,0,2,0,0
7649,Male,African-American,46,0,0,0,1,3,0
7984,Male,Caucasian,32,0,0,0,4,2,0
8135,Female,Hispanic,50,0,0,0,2,1,0
7178,Male,African-American,43,0,0,0,6,7,0
4495,Male,African-American,22,0,0,0,3,1,0
5759,Male,African-American,29,0,0,0,8,1,0
2649,Male,Caucasian,66,0,0,0,1,1,0
6373,Male,African-American,29,0,0,0,10,7,0
1239,Male,African-American,33,0,0,0,8,5,0
7101,Female,Caucasian,24,0,0,0,5,0,0
8534,Female,Caucasian,44,0,0,0,5,10,0
4935,Male,African-American,28,0,2,0,10,21,1
2983,Female,Caucasian,25,0,0,0,4,0,0
2887,Male,African-American,27,0,0,0,1,0,0
2072,Female,Caucasian,66,0,0,0,1,1,0
9041,Male,Caucasian,36,0,0,0,1,0,0
362,Male,African-American,28,0,0,0,8,25,0
11253,Male,Caucasian,54,0,0,0,1,3,0
5685,Male,Hispanic,38,0,0,0,5,1,0
9903,Male,Hispanic,28,0,0,0,8,8,0
5709,Male,African-American,28,0,0,0,2,1,0
10719,Male,African-American,33,0,0,0,4,2,0
6746,Male,African-American,25,0,0,3,8,6,0
4280,Male,Hispanic,29,0,0,0,9,1,0
9127,Male,Other,39,0,0,0,1,0,0
4337,Male,Caucasian,41,0,0,0,1,0,0
4754,Male,African-American,47,0,0,0,1,1,0
3054,Male,Caucasian,30,0,0,0,4,0,0
9296,Female,African-American,26,0,0,0,9,4,0
11078,Male,African-American,19,0,2,0,9,3,1
10325,Male,Hispanic,34,0,0,0,1,5,0
4532,Male,African-American,33,0,0,0,8,2,0
5087,Male,Caucasian,28,0,0,0,2,1,0
2767,Male,Caucasian,67,0,0,0,1,2,0
2401,Male,African-American,29,0,0,0,1,2,0
3505,Male,African-American,61,0,0,0,9,19,0
3552,Male,Caucasian,28,0,0,0,3,0,0
9242,Male,Caucasian,38,0,0,0,1,0,0
1761,Male,Caucasian,21,0,0,0,6,2,0
8098,Female,African-American,21,0,0,0,5,0,0
1924,Male,African-American,20,0,0,0,10,0,1
11025,Male,African-American,22,0,0,0,6,2,0
3104,Female,Other,32,0,0,0,1,0,0
10569,Male,African-American,31,0,3,0,10,27,0
2495,Male,Caucasian,21,0,0,0,5,0,0
1131,Male,African-American,21,0,0,0,10,0,0
3667,Male,African-American,26,0,0,0,5,1,0
2824,Male,Hispanic,53,0,0,0,8,9,0
8270,Male,Caucasian,26,0,0,0,7,6,0
1942,Male,Caucasian,28,0,0,0,1,2,0
5075,Male,African-American,26,1,3,0,10,24,1
8712,Female,Caucasian,34,0,0,0,6,1,0
9706,Female,Caucasian,24,0,2,0,7,7,0
9022,Male,African-American,32,0,0,0,4,5,0
5968,Male,Caucasian,57,0,0,0,4,9,0
5552,Male,African-American,51,0,0,0,9,22,0
7755,Female,African-American,41,0,0,0,1,1,0
10154,Male,Hispanic,19,0,0,0,3,1,0
475,Male,Caucasian,56,0,0,0,1,0,0
10903,Male,African-American,20,0,0,1,10,1,0
8161,Female,African-American,20,0,0,0,5,0,0
318,Male,African-American,21,1,0,0,7,1,0
10686,Male,Caucasian,36,0,0,0,1,0,0
6020,Male,African-American,48,0,0,0,3,4,0
2799,Male,African-American,23,0,0,0,8,4,0
3366,Female,African-American,34,0,0,0,8,0,0
487,Male,Caucasian,53,0,0,0,6,36,0
5522,Female,Other,26,0,0,0,6,1,0
6820,Male,African-American,25,0,0,0,3,1,0
2138,Male,African-American,34,0,2,1,10,19,0
7294,Male,Other,41,0,0,0,9,31,0
6347,Male,African-American,21,0,0,0,10,2,0
7921,Male,Caucasian,42,0,0,0,1,0,0
10963,Male,Caucasian,42,0,0,0,4,5,0
4211,Male,Other,46,0,0,0,1,0,0
3338,Male,African-American,22,0,0,0,6,0,0
9895,Male,African-American,29,3,0,1,7,5,0
8493,Male,African-American,22,0,1,0,8,2,0
8351,Female,African-American,33,0,0,0,1,1,0
20,Male,African-American,31,0,0,0,3,7,0
6174,Female,African-American,33,0,0,0,8,0,0
5811,Male,African-American,22,0,0,0,7,1,0
3384,Male,Caucasian,21,0,1,2,8,1,0
11018,Male,Caucasian,24,0,0,0,7,2,0
5523,Female,Caucasian,42,0,0,0,8,0,0
10926,Male,Caucasian,42,0,0,0,7,7,0
1143,Male,African-American,20,0,0,2,5,0,0
5912,Male,Hispanic,42,0,0,0,1,1,0
8418,Male,Caucasian,44,0,0,0,7,0,0
2573,Female,Caucasian,44,0,0,0,6,4,0
4690,Female,African-American,25,0,0,0,2,0,0
5917,Male,African-American,32,0,0,0,4,1,1
2441,Male,Other,25,0,0,0,2,0,0
5546,Male,Caucasian,56,0,0,0,1,0,0
4212,Male,Other,22,0,0,2,4,0,0
883,Male,Caucasian,28,0,0,0,6,8,0
5936,Male,African-American,44,0,0,0,6,0,0
10880,Female,Other,36,0,0,0,1,1,0
10432,Male,African-American,45,0,0,0,4,6,0
7508,Male,Hispanic,44,0,0,0,1,0,0
8981,Male,Caucasian,22,0,0,0,4,2,0
5245,Male,Hispanic,25,0,0,0,2,0,0
2776,Male,Caucasian,41,0,0,0,6,9,0
8278,Male,African-American,53,0,0,0,6,3,1
10778,Male,Caucasian,38,0,0,0,1,1,1
3484,Male,African-American,47,0,0,0,7,22,0
5511,Female,Caucasian,43,0,0,0,6,0,0
8066,Male,Caucasian,24,0,0,0,3,2,0
6394,Male,African-American,47,0,0,0,2,1,0
179,Male,Caucasian,44,0,0,0,1,0,0
2127,Male,African-American,33,0,0,0,7,16,0
