person_id,sex,race,age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,decile_score
1813,Male,African-American,31,0,0,0,4,(F3),2
6199,Male,Caucasian,29,0,0,0,8,(M2),9
2911,Male,African-American,34,0,0,0,0,(MO3),2
2681,Male,African-American,43,0,0,0,1,(F3),3
6816,Female,African-American,29,0,0,0,0,(M1),2
849,Male,African-American,39,0,0,0,3,(F3),3
10031,Female,Caucasian,26,0,0,0,2,(F3),4
9058,Male,Caucasian,24,0,0,0,8,(F3),4
1415,Male,Hispanic,32,0,0,0,1,(F3),7
3068,Male,African-American,31,0,0,0,9,(F3),7
5846,Male,Hispanic,34,0,0,0,3,(M1),2
1345,Male,Caucasian,19,0,0,0,1,(M1),4
244,Female,Caucasian,30,0,0,0,3,(F3),7
3908,Male,Hispanic,26,0,0,0,0,(F3),1
63,Male,African-American,36,0,0,0,22,(M1),9
2173,Male,Hispanic,47,0,0,0,1,(M1),2
3399,Male,African-American,35,3,0,0,13,(F3),10
2527,Male,African-American,34,0,0,0,6,(F3),9
5664,Female,African-American,33,0,0,0,2,(F3),2
6724,Male,African-American,21,0,0,0,0,(F3),4
5356,Male,African-American,23,0,0,0,4,(F3),7
7215,Female,Caucasian,52,0,0,0,7,(F1),6
7677,Female,Caucasian,28,0,0,0,0,(M2),3
2457,Male,Other,32,0,0,0,0,(M1),1
9687,Male,African-American,44,0,0,0,2,(M2),7
3144,Male,African-American,58,0,0,0,38,(F3),7
439,Male,African-American,30,0,0,0,2,(F2),1
2322,Male,African-American,34,0,0,0,15,(F3),7
4849,Female,Caucasian,33,0,0,0,2,(F2),1
10177,Male,African-American,41,0,0,0,16,(F3),10
5661,Male,African-American,33,0,3,1,21,(F3),10
10387,Female,African-American,43,0,0,0,3,(F3),2
1152,Female,Other,23,0,0,0,0,(M1),10
8942,Male,Caucasian,22,0,1,1,3,(M1),4
4369,Male,African-American,45,0,0,0,1,(F3),1
963,Male,Caucasian,25,0,0,0,1,(F3),5
3568,Male,Caucasian,36,0,0,0,9,(F3),7
2058,Male,African-American,20,0,0,1,0,(F3),7
9595,Female,Caucasian,53,0,0,0,1,(F3),6
9808,Male,Caucasian,46,0,0,0,2,(F3),5
1202,Male,African-American,32,0,0,1,22,(F3),9
9631,Female,Caucasian,24,0,0,4,1,(M1),4
263,Male,Caucasian,55,0,0,0,1,(F3),1
1791,Male,African-American,28,0,0,0,9,(F3),8
6161,Male,African-American,31,0,0,0,6,(F3),4
7645,Male,African-American,57,0,0,0,0,(F3),1
8646,Female,Caucasian,24,0,0,0,0,(M1),5
9182,Female,African-American,30,0,0,0,11,(F3),7
5180,Female,Other,32,0,0,0,0,(M1),2
1690,Female,African-American,31,0,0,0,0,(F2),1
8164,Male,African-American,30,0,0,0,5,(M1),3
92,Male,Caucasian,46,3,1,0,9,(F3),6
9089,Male,Caucasian,37,0,0,0,2,(M2),2
3998,Male,African-American,48,0,0,0,2,(F3),1
11187,Male,Caucasian,35,0,0,0,0,(F3),3
11599,Male,African-American,21,0,0,0,1,(M1),8
1275,Male,Caucasian,51,0,0,0,0,(F2),1
4330,Male,African-American,42,0,0,0,1,(M1),6
7455,Male,African-American,22,0,0,0,0,(F2),7
6813,Male,Other,45,0,0,0,0,(M1),1
10331,Male,African-American,34,0,0,1,14,(M1),7
4028,Female,African-American,35,0,0,0,0,(M1),4
7256,Male,African-American,40,0,0,0,5,(F3),3
8780,Male,African-American,21,1,0,0,1,(F2),9
10895,Female,African-American,31,0,0,0,9,(F3),8
120,Male,African-American,41,0,0,0,1,(M2),2
8823,Male,Hispanic,36,0,1,0,26,(F3),10
3623,Male,Caucasian,24,0,0,0,4,(F3),8
277,Male,African-American,47,0,0,0,23,(M1),8
1173,Male,African-American,41,0,0,0,8,(F3),6
8581,Male,Caucasian,66,0,0,0,7,(F3),2
11362,Male,African-American,28,0,0,0,8,(F3),4
1897,Male,Caucasian,21,1,0,1,1,(F3),7
1416,Male,African-American,23,0,0,0,3,(F2),6
4833,Male,Caucasian,25,0,0,0,2,(F3),5
7356,Male,Native American,21,0,0,1,0,(M1),6
10822,Male,Caucasian,20,0,0,0,1,(F3),4
3679,Female,Caucasian,47,0,0,0,0,(M2),3
336,Male,Other,33,0,0,0,4,(F3),4
10876,Male,African-American,56,0,0,0,0,(M1),2
3979,Male,Caucasian,42,0,0,0,0,(M1),3
10764,Male,African-American,20,1,0,0,2,(F3),10
3351,Female,African-American,28,0,0,0,3,(F3),4
10919,Male,African-American,35,0,0,1,12,(M1),6
9441,Male,African-American,33,0,0,0,5,(M2),9
10190,Female,Caucasian,26,0,0,0,0,(F3),5
6781,Male,Caucasian,55,0,0,0,1,(M1),2
7588,Male,Hispanic,30,0,1,0,14,(F3),4
5735,Male,African-American,43,0,0,0,0,(F3),1
10205,Male,Hispanic,32,1,0,0,2,(M1),7
6363,Male,African-American,23,0,0,0,2,(F3),8
10518,Male,African-American,27,0,0,1,5,(M2),5
4391,Male,African-American,28,0,0,0,3,(M1),2
358,Male,Caucasian,37,0,0,0,0,(F3),2
5438,Male,African-American,20,0,0,0,1,(F3),10
4673,Male,African-American,25,0,0,1,1,(M1),8
3571,Male,Caucasian,30,0,0,0,1,(M2),8
7868,Female,African-American,37,0,0,0,0,(F3),3
11494,Male,African-American,23,0,0,0,3,(F2),5
6611,Male,African-American,55,0,0,0,0,(F3),1
8934,Male,Hispanic,48,0,0,0,2,(F3),1
189,Male,Caucasian,52,0,0,0,3,(M1),9
9859,Male,Caucasian,21,0,0,0,2,(F3),9
8976,Female,Caucasian,43,0,0,0,0,(F2),1
1804,Male,African-American,35,0,0,0,1,(M1),4
10880,Female,Other,36,0,0,0,1,(M1),1
9184,Male,Caucasian,44,0,0,0,0,(M1),2
11092,Male,Caucasian,29,0,0,0,5,(F3),4
6503,Male,Hispanic,37,0,0,0,1,(F3),2
7540,Male,African-American,31,0,0,0,6,(F3),8
2373,Male,African-American,22,0,0,0,0,(F2),6
73,Male,Caucasian,51,0,0,0,0,(F3),2
11720,Female,African-American,59,0,0,0,1,(F2),1
1473,Male,African-American,26,0,0,0,0,(M1),4
6480,Male,African-American,36,3,0,0,16,(F3),8
1123,Male,African-American,50,0,0,0,11,(F3),9
5928,Male,Caucasian,50,0,0,0,0,(F2),1
2004,Male,Caucasian,26,0,0,0,0,(F2),5
10330,Male,Caucasian,67,0,0,0,0,(M1),1
11622,Male,Caucasian,32,0,0,0,1,(F2),4
1007,Female,African-American,33,0,0,0,0,(F3),3
2300,Male,Caucasian,55,0,0,0,13,(F3),6
6949,Male,Caucasian,32,0,0,0,1,(M1),1
10902,Female,Other,34,0,0,0,1,(F3),2
4480,Male,Caucasian,25,0,1,0,9,(F2),9
381,Male,Hispanic,23,0,0,1,1,(F3),6
4182,Male,Caucasian,32,0,0,0,0,(F3),5
2326,Male,African-American,32,0,0,0,12,(F3),8
8414,Female,African-American,28,0,0,0,0,(F3),3
8470,Male,African-American,51,1,0,0,8,(F1),6
5746,Male,African-American,29,0,0,0,1,(F1),1
8722,Female,Caucasian,25,0,0,0,0,(F2),3
10723,Female,Caucasian,28,0,0,0,7,(F3),6
740,Male,Asian,50,0,0,0,5,(F3),7
6826,Female,Caucasian,36,0,0,0,0,(F3),9
4060,Male,African-American,37,0,0,0,3,(M1),2
7786,Male,African-American,28,0,0,0,2,(F3),5
9600,Male,Caucasian,38,1,0,0,10,(F3),4
926,Male,African-American,28,0,0,0,5,(M1),7
1967,Female,African-American,39,0,0,0,1,(F3),2
10191,Male,Other,37,0,0,0,1,(F3),2
10506,Male,African-American,27,0,2,0,17,(F3),7
5209,Male,Caucasian,26,0,0,0,0,(F3),3
183,Male,Caucasian,31,0,0,0,13,(F3),10
425,Male,Caucasian,70,0,0,0,1,(M1),1
7964,Male,African-American,33,0,0,0,0,(M1),1
4161,Male,African-American,54,0,0,0,0,(M1),1
3615,Male,African-American,29,0,0,0,4,(F3),6
560,Male,Caucasian,33,0,0,0,3,(F3),1
7747,Male,Hispanic,28,0,0,0,1,(M2),7
5332,Male,Caucasian,39,0,0,0,5,(F3),3
1470,Male,African-American,54,0,0,0,4,(M1),5
10838,Female,African-American,27,0,0,1,3,(F3),6
3347,Female,African-American,36,0,0,0,7,(F3),3
5195,Female,African-American,27,0,0,0,4,(F3),6
11389,Male,Hispanic,24,0,0,0,0,(F3),2
2285,Male,African-American,29,0,0,0,7,(F3),3
11748,Male,Caucasian,24,0,0,0,0,(F3),3
1213,Female,African-American,36,0,0,0,1,(M2),2
8042,Male,Other,43,0,0,0,2,(M1),1
5638,Male,Hispanic,37,0,0,0,2,(M1),1
1036,Male,African-American,27,0,0,0,3,(F3),4
4839,Male,African-American,35,0,0,1,5,(F3),8
2778,Male,African-American,27,0,0,0,4,(F3),5
1945,Male,African-American,28,0,0,0,0,(F3),2
2661,Female,Caucasian,44,0,0,0,11,(F3),7
3792,Male,Caucasian,65,0,0,0,6,(F1),4
3522,Male,African-American,22,0,0,0,7,(M2),9
5887,Male,African-American,24,0,0,0,2,(F3),7
7336,Male,Caucasian,30,0,0,0,2,(F3),2
5545,Male,Caucasian,31,0,0,0,4,(F3),8
527,Male,Caucasian,69,0,0,0,0,(M2),1
10341,Male,African-American,29,2,0,1,7,(F7),9
4189,Male,African-American,26,0,1,1,9,(M1),10
7656,Male,Hispanic,26,0,0,0,1,(F3),2
7877,Male,Other,24,0,0,0,1,(F3),6
6066,Male,Caucasian,57,0,0,0,12,(M1),5
5554,Male,African-American,28,0,0,0,5,(M1),8
5702,Female,Caucasian,29,0,0,0,3,(M1),7
9807,Female,Caucasian,26,0,0,0,1,(M1),4
6887,Female,Hispanic,44,0,0,0,0,(M1),1
3585,Male,Caucasian,54,0,0,0,1,(M1),1
988,Female,African-American,31,0,0,0,10,(F3),6
7606,Male,Caucasian,36,0,0,0,11,(M1),6
4316,Male,African-American,52,0,0,0,7,(F2),9
1664,Male,Caucasian,25,0,0,0,2,(M1),8
6105,Male,African-American,29,0,0,0,4,(F3),2
9287,Male,African-American,24,0,0,0,8,(F3),7
732,Male,Hispanic,29,0,0,0,2,(M1),4
836,Male,Hispanic,43,0,0,0,2,(M1),1
5619,Female,Caucasian,20,0,0,0,0,(F3),10
6711,Male,Caucasian,24,0,0,0,3,(F3),4
8135,Female,Hispanic,50,0,0,0,1,(F3),2
11080,Male,African-American,25,0,0,0,3,(F3),2
5390,Male,African-American,21,0,0,0,0,(F2),9
8617,Male,African-American,30,0,0,0,3,(F3),5
2262,Male,African-American,23,0,0,0,0,(M1),3
2569,Male,Caucasian,26,0,0,0,0,(M1),2
11735,Male,Caucasian,47,0,0,0,0,(F3),1
7430,Male,African-American,33,0,0,0,1,(F3),2
1674,Male,African-American,24,0,0,0,1,(F1),2
5750,Male,African-American,55,0,0,0,12,(F3),6
4209,Female,African-American,30,0,0,0,2,(F2),10
11736,Male,Hispanic,36,1,5,0,29,(F3),10
8357,Male,African-American,22,0,0,0,0,(F3),3
5411,Male,African-American,21,0,0,0,1,(F3),6
